"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LORSGPNO","Normalised (GDP)","ZAF","South Africa","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,99.73846,,
"LORSGPNO","Normalised (GDP)","ZAF","South Africa","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,99.64777,,
"LORSGPNO","Normalised (GDP)","ZAF","South Africa","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,99.53419,,
"LORSGPNO","Normalised (GDP)","ZAF","South Africa","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,99.40675,,
"LORSGPNO","Normalised (GDP)","ZAF","South Africa","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units",,,99.27412,,
"LORSGPNO","Normalised (GDP)","ZAF","South Africa","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,99.14226,,
"LORSGPNO","Normalised (GDP)","ONM","OECD + Major Six NME","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units",,,100.3164,,
"LORSGPNO","Normalised (GDP)","ONM","OECD + Major Six NME","M","Monthly","2018-05","May-2018","IDX","Index","0","Units",,,100.3011,,
"LORSGPNO","Normalised (GDP)","ONM","OECD + Major Six NME","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units",,,100.2774,,
"LORSGPNO","Normalised (GDP)","ONM","OECD + Major Six NME","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units",,,100.2471,,
"LORSGPNO","Normalised (GDP)","ONM","OECD + Major Six NME","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units",,,100.2128,,
"LORSGPNO","Normalised (GDP)","ONM","OECD + Major Six NME","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,100.1772,,
"LORSGPNO","Normalised (GDP)","ONM","OECD + Major Six NME","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,100.1434,,
"LORSGPNO","Normalised (GDP)","ONM","OECD + Major Six NME","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,100.114,,
"LORSGPNO","Normalised (GDP)","ONM","OECD + Major Six NME","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,100.0901,,
"LORSGPNO","Normalised (GDP)","ONM","OECD + Major Six NME","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,100.0705,,
"LORSGPNO","Normalised (GDP)","ONM","OECD + Major Six NME","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units",,,100.0524,,
"LORSGPNO","Normalised (GDP)","ONM","OECD + Major Six NME","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units",,,100.033,,
"LORSGPNO","Normalised (GDP)","ONM","OECD + Major Six NME","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units",,,100.0094,,
"LORSGPNO","Normalised (GDP)","ONM","OECD + Major Six NME","M","Monthly","2019-05","May-2019","IDX","Index","0","Units",,,99.97939,,
"LORSGPNO","Normalised (GDP)","ONM","OECD + Major Six NME","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units",,,99.94072,,
"LORSGPNO","Normalised (GDP)","ONM","OECD + Major Six NME","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,99.89133,,
"LORSGPNO","Normalised (GDP)","ONM","OECD + Major Six NME","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,99.82972,,
"LORSGPNO","Normalised (GDP)","ONM","OECD + Major Six NME","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,99.75539,,
"LORSGPNO","Normalised (GDP)","ONM","OECD + Major Six NME","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,99.66978,,
"LORSGPNO","Normalised (GDP)","ONM","OECD + Major Six NME","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units",,,99.57491,,
"LORSGPNO","Normalised (GDP)","ONM","OECD + Major Six NME","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,99.47341,,
"LORSGPNO","Normalised (GDP)","A5M","Major Five Asia","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units",,,100.2371,,
"LORSGPNO","Normalised (GDP)","A5M","Major Five Asia","M","Monthly","2018-05","May-2018","IDX","Index","0","Units",,,100.216,,
"LORSGPNO","Normalised (GDP)","A5M","Major Five Asia","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units",,,100.1884,,
"LORSGPNO","Normalised (GDP)","A5M","Major Five Asia","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units",,,100.1576,,
"LORSGPNO","Normalised (GDP)","A5M","Major Five Asia","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units",,,100.128,,
"LORSGPNO","Normalised (GDP)","A5M","Major Five Asia","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,100.1032,,
"LORSGPNO","Normalised (GDP)","A5M","Major Five Asia","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,100.0835,,
"LORSGPNO","Normalised (GDP)","A5M","Major Five Asia","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,100.068,,
"LORSGPNO","Normalised (GDP)","A5M","Major Five Asia","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,100.0556,,
"LORSGPNO","Normalised (GDP)","A5M","Major Five Asia","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,100.0452,,
"LORSGPNO","Normalised (GDP)","A5M","Major Five Asia","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units",,,100.0342,,
"LORSGPNO","Normalised (GDP)","A5M","Major Five Asia","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units",,,100.0207,,
"LORSGPNO","Normalised (GDP)","A5M","Major Five Asia","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units",,,99.99974,,
"LORSGPNO","Normalised (GDP)","A5M","Major Five Asia","M","Monthly","2019-05","May-2019","IDX","Index","0","Units",,,99.96667,,
"LORSGPNO","Normalised (GDP)","A5M","Major Five Asia","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units",,,99.91678,,
"LORSGPNO","Normalised (GDP)","A5M","Major Five Asia","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,99.84647,,
"LORSGPNO","Normalised (GDP)","A5M","Major Five Asia","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,99.7535,,
"LORSGPNO","Normalised (GDP)","A5M","Major Five Asia","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,99.63706,,
"LORSGPNO","Normalised (GDP)","A5M","Major Five Asia","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,99.49886,,
"LORSGPNO","Normalised (GDP)","A5M","Major Five Asia","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units",,,99.34211,,
"LORSGPNO","Normalised (GDP)","A5M","Major Five Asia","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,99.1702,,
"LORSGPTD","Trend (GDP)","AUS","Australia","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units",,,107.3331,,
"LORSGPTD","Trend (GDP)","AUS","Australia","M","Monthly","2018-05","May-2018","IDX","Index","0","Units",,,107.5469,,
"LORSGPTD","Trend (GDP)","AUS","Australia","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units",,,107.7608,,
"LORSGPTD","Trend (GDP)","AUS","Australia","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units",,,107.9747,,
"LORSGPTD","Trend (GDP)","AUS","Australia","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units",,,108.1887,,
"LORSGPTD","Trend (GDP)","AUS","Australia","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,108.4029,,
"LORSGPTD","Trend (GDP)","AUS","Australia","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,108.6172,,
"LORSGPTD","Trend (GDP)","AUS","Australia","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,108.8316,,
"LORSGPTD","Trend (GDP)","AUS","Australia","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,109.0462,,
"LORSGPTD","Trend (GDP)","AUS","Australia","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,109.261,,
"LORSGPTD","Trend (GDP)","AUS","Australia","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units",,,109.4761,,
"LORSGPTD","Trend (GDP)","AUS","Australia","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units",,,109.6914,,
"LORSGPTD","Trend (GDP)","AUS","Australia","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units",,,109.9071,,
"LORSGPTD","Trend (GDP)","AUS","Australia","M","Monthly","2019-05","May-2019","IDX","Index","0","Units",,,110.123,,
"LORSGPTD","Trend (GDP)","AUS","Australia","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units",,,110.3393,,
"LORSGPTD","Trend (GDP)","AUS","Australia","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,110.5559,,
"LORSGPTD","Trend (GDP)","AUS","Australia","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,110.7729,,
"LORSGPTD","Trend (GDP)","AUS","Australia","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,110.9902,,
"LORSGPTD","Trend (GDP)","AUS","Australia","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,111.208,,
"LORSGPTD","Trend (GDP)","AUS","Australia","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units",,,111.4262,,
"LORSGPTD","Trend (GDP)","AUS","Australia","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,111.6448,,
"LORSGPTD","Trend (GDP)","AUT","Austria","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units",,,106.1294,,
"LORSGPTD","Trend (GDP)","AUT","Austria","M","Monthly","2018-05","May-2018","IDX","Index","0","Units",,,106.3069,,
"LORSGPTD","Trend (GDP)","AUT","Austria","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units",,,106.4848,,
"LORSGPTD","Trend (GDP)","AUT","Austria","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units",,,106.663,,
"LORSGPTD","Trend (GDP)","AUT","Austria","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units",,,106.8415,,
"LORSGPTD","Trend (GDP)","AUT","Austria","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,107.0202,,
"LORSGPTD","Trend (GDP)","AUT","Austria","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,107.1992,,
"LORSGPTD","Trend (GDP)","AUT","Austria","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,107.3785,,
"LORSGPTD","Trend (GDP)","AUT","Austria","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,107.5579,,
"LORSGPTD","Trend (GDP)","AUT","Austria","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,107.7375,,
"LORSGPTD","Trend (GDP)","AUT","Austria","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units",,,107.9173,,
"LORSGPTD","Trend (GDP)","AUT","Austria","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units",,,108.0972,,
"LORSGPTD","Trend (GDP)","AUT","Austria","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units",,,108.2774,,
"LORSGPTD","Trend (GDP)","AUT","Austria","M","Monthly","2019-05","May-2019","IDX","Index","0","Units",,,108.4577,,
"LORSGPTD","Trend (GDP)","AUT","Austria","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units",,,108.6383,,
"LORSGPTD","Trend (GDP)","AUT","Austria","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,108.819,,
"LORSGPTD","Trend (GDP)","AUT","Austria","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,109,,
"LORSGPTD","Trend (GDP)","AUT","Austria","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,109.1813,,
"LORSGPTD","Trend (GDP)","AUT","Austria","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,109.3628,,
"LORSGPTD","Trend (GDP)","AUT","Austria","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units",,,109.5446,,
"LORSGPTD","Trend (GDP)","AUT","Austria","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,109.7267,,
"LORSGPTD","Trend (GDP)","BEL","Belgium","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units",,,104.5175,,
"LORSGPTD","Trend (GDP)","BEL","Belgium","M","Monthly","2018-05","May-2018","IDX","Index","0","Units",,,104.6594,,
"LORSGPTD","Trend (GDP)","BEL","Belgium","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units",,,104.8014,,
"LORSGPTD","Trend (GDP)","BEL","Belgium","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units",,,104.9435,,
"LORSGPTD","Trend (GDP)","BEL","Belgium","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units",,,105.0857,,
"LORSGPTD","Trend (GDP)","BEL","Belgium","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,105.228,,
"LORSGPTD","Trend (GDP)","BEL","Belgium","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,105.3704,,
"LORSGPTD","Trend (GDP)","BEL","Belgium","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,105.5129,,
"LORSGPTD","Trend (GDP)","BEL","Belgium","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,105.6556,,
"LORSGPTD","Trend (GDP)","BEL","Belgium","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,105.7983,,
"LORSGPTD","Trend (GDP)","BEL","Belgium","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units",,,105.9412,,
"LORSGPTD","Trend (GDP)","BEL","Belgium","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units",,,106.0843,,
"LORSGPTD","Trend (GDP)","BEL","Belgium","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units",,,106.2275,,
"LORSGPTD","Trend (GDP)","BEL","Belgium","M","Monthly","2019-05","May-2019","IDX","Index","0","Units",,,106.3708,,
"LORSGPTD","Trend (GDP)","BEL","Belgium","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units",,,106.5143,,
"LORSGPTD","Trend (GDP)","BEL","Belgium","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,106.6581,,
"LORSGPTD","Trend (GDP)","BEL","Belgium","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,106.8019,,
"LORSGPTD","Trend (GDP)","BEL","Belgium","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,106.946,,
"LORSGPTD","Trend (GDP)","BEL","Belgium","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,107.0903,,
"LORSGPTD","Trend (GDP)","BEL","Belgium","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units",,,107.2348,,
"LORSGPTD","Trend (GDP)","BEL","Belgium","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,107.3794,,
"LORSGPTD","Trend (GDP)","CAN","Canada","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units",,,105.588,,
"LORSGPTD","Trend (GDP)","CAN","Canada","M","Monthly","2018-05","May-2018","IDX","Index","0","Units",,,105.7587,,
"LORSGPTD","Trend (GDP)","CAN","Canada","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units",,,105.9296,,
"LORSGPTD","Trend (GDP)","CAN","Canada","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units",,,106.1006,,
"LORSGPTD","Trend (GDP)","CAN","Canada","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units",,,106.2718,,
"LORSGPTD","Trend (GDP)","CAN","Canada","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,106.4431,,
"LORSGPTD","Trend (GDP)","CAN","Canada","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,106.6146,,
"LORSGPTD","Trend (GDP)","CAN","Canada","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,106.7862,,
"LORSGPTD","Trend (GDP)","CAN","Canada","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,106.958,,
"LORSGPTD","Trend (GDP)","CAN","Canada","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,107.13,,
"LORSGPTD","Trend (GDP)","CAN","Canada","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units",,,107.3022,,
"LORSGPTD","Trend (GDP)","CAN","Canada","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units",,,107.4745,,
"LORSGPTD","Trend (GDP)","CAN","Canada","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units",,,107.6471,,
"LORSGPTD","Trend (GDP)","CAN","Canada","M","Monthly","2019-05","May-2019","IDX","Index","0","Units",,,107.8198,,
"LORSGPTD","Trend (GDP)","CAN","Canada","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units",,,107.9927,,
"LORSGPTD","Trend (GDP)","CAN","Canada","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,108.1659,,
"LORSGPTD","Trend (GDP)","CAN","Canada","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,108.3393,,
"LORSGPTD","Trend (GDP)","CAN","Canada","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,108.5129,,
"LORSGPTD","Trend (GDP)","CAN","Canada","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,108.6867,,
"LORSGPTD","Trend (GDP)","CAN","Canada","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units",,,108.8608,,
"LORSGPTD","Trend (GDP)","CAN","Canada","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,109.0352,,
"LORSGPTD","Trend (GDP)","CZE","Czech Republic","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units",,,108.6843,,
"LORSGPTD","Trend (GDP)","CZE","Czech Republic","M","Monthly","2018-05","May-2018","IDX","Index","0","Units",,,108.9854,,
"LORSGPTD","Trend (GDP)","CZE","Czech Republic","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units",,,109.2869,,
"LORSGPTD","Trend (GDP)","CZE","Czech Republic","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units",,,109.5887,,
"LORSGPTD","Trend (GDP)","CZE","Czech Republic","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units",,,109.8909,,
"LORSGPTD","Trend (GDP)","CZE","Czech Republic","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,110.1934,,
"LORSGPTD","Trend (GDP)","CZE","Czech Republic","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,110.4963,,
"LORSGPTD","Trend (GDP)","CZE","Czech Republic","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,110.7995,,
"LORSGPTD","Trend (GDP)","CZE","Czech Republic","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,111.1032,,
"LORSGPTD","Trend (GDP)","CZE","Czech Republic","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,111.4073,,
"LORSGPTD","Trend (GDP)","CZE","Czech Republic","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units",,,111.7119,,
"LORSGPTD","Trend (GDP)","CZE","Czech Republic","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units",,,112.017,,
"LORSGPTD","Trend (GDP)","CZE","Czech Republic","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units",,,112.3226,,
"LORSGPTD","Trend (GDP)","CZE","Czech Republic","M","Monthly","2019-05","May-2019","IDX","Index","0","Units",,,112.6288,,
"LORSGPTD","Trend (GDP)","CZE","Czech Republic","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units",,,112.9356,,
"LORSGPTD","Trend (GDP)","CZE","Czech Republic","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,113.2431,,
"LORSGPTD","Trend (GDP)","CZE","Czech Republic","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,113.5513,,
"LORSGPTD","Trend (GDP)","CZE","Czech Republic","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,113.8602,,
"LORSGPTD","Trend (GDP)","CZE","Czech Republic","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,114.1698,,
"LORSGPTD","Trend (GDP)","CZE","Czech Republic","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units",,,114.4803,,
"LORSGPTD","Trend (GDP)","CZE","Czech Republic","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,114.7916,,
"LORSGPTD","Trend (GDP)","DNK","Denmark","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units",,,107.128,,
"LORSGPTD","Trend (GDP)","DNK","Denmark","M","Monthly","2018-05","May-2018","IDX","Index","0","Units",,,107.3488,,
"LORSGPTD","Trend (GDP)","DNK","Denmark","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units",,,107.5703,,
"LORSGPTD","Trend (GDP)","DNK","Denmark","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units",,,107.7923,,
"LORSGPTD","Trend (GDP)","DNK","Denmark","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units",,,108.0148,,
"LORSGPTD","Trend (GDP)","DNK","Denmark","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,108.2379,,
"LORSGPTD","Trend (GDP)","DNK","Denmark","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,108.4616,,
"LORSGPTD","Trend (GDP)","DNK","Denmark","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,108.6857,,
"LORSGPTD","Trend (GDP)","DNK","Denmark","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,108.9104,,
"LORSGPTD","Trend (GDP)","DNK","Denmark","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,109.1357,,
"LORSGPTD","Trend (GDP)","DNK","Denmark","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units",,,109.3614,,
"LORSGPTD","Trend (GDP)","DNK","Denmark","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units",,,109.5876,,
"LORSGPTD","Trend (GDP)","DNK","Denmark","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units",,,109.8144,,
"LORSGPTD","Trend (GDP)","DNK","Denmark","M","Monthly","2019-05","May-2019","IDX","Index","0","Units",,,110.0416,,
"LORSGPTD","Trend (GDP)","DNK","Denmark","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units",,,110.2694,,
"LORSGPTD","Trend (GDP)","DNK","Denmark","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,110.4976,,
"LORSGPTD","Trend (GDP)","DNK","Denmark","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,110.7263,,
"LORSGPTD","Trend (GDP)","DNK","Denmark","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,110.9555,,
"LORSGPTD","Trend (GDP)","DNK","Denmark","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,111.1851,,
"LORSGPTD","Trend (GDP)","DNK","Denmark","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units",,,111.4152,,
"LORSGPTD","Trend (GDP)","DNK","Denmark","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,111.6459,,
"LORSGPTD","Trend (GDP)","FIN","Finland","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units",,,106.3536,,
"LORSGPTD","Trend (GDP)","FIN","Finland","M","Monthly","2018-05","May-2018","IDX","Index","0","Units",,,106.5188,,
"LORSGPTD","Trend (GDP)","FIN","Finland","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units",,,106.6841,,
"LORSGPTD","Trend (GDP)","FIN","Finland","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units",,,106.8495,,
"LORSGPTD","Trend (GDP)","FIN","Finland","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units",,,107.015,,
"LORSGPTD","Trend (GDP)","FIN","Finland","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,107.1806,,
"LORSGPTD","Trend (GDP)","FIN","Finland","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,107.3462,,
"LORSGPTD","Trend (GDP)","FIN","Finland","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,107.5119,,
"LORSGPTD","Trend (GDP)","FIN","Finland","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,107.6777,,
"LORSGPTD","Trend (GDP)","FIN","Finland","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,107.8436,,
"LORSGPTD","Trend (GDP)","FIN","Finland","M","Monthly","2019-02","Feb-2019","IDX","Index","0","Units",,,108.0096,,
"LORSGPTD","Trend (GDP)","FIN","Finland","M","Monthly","2019-03","Mar-2019","IDX","Index","0","Units",,,108.1757,,
"LORSGPTD","Trend (GDP)","FIN","Finland","M","Monthly","2019-04","Apr-2019","IDX","Index","0","Units",,,108.3418,,
"LORSGPTD","Trend (GDP)","FIN","Finland","M","Monthly","2019-05","May-2019","IDX","Index","0","Units",,,108.5081,,
"LORSGPTD","Trend (GDP)","FIN","Finland","M","Monthly","2019-06","Jun-2019","IDX","Index","0","Units",,,108.6746,,
"LORSGPTD","Trend (GDP)","FIN","Finland","M","Monthly","2019-07","Jul-2019","IDX","Index","0","Units",,,108.8412,,
"LORSGPTD","Trend (GDP)","FIN","Finland","M","Monthly","2019-08","Aug-2019","IDX","Index","0","Units",,,109.008,,
"LORSGPTD","Trend (GDP)","FIN","Finland","M","Monthly","2019-09","Sep-2019","IDX","Index","0","Units",,,109.175,,
"LORSGPTD","Trend (GDP)","FIN","Finland","M","Monthly","2019-10","Oct-2019","IDX","Index","0","Units",,,109.3422,,
"LORSGPTD","Trend (GDP)","FIN","Finland","M","Monthly","2019-11","Nov-2019","IDX","Index","0","Units",,,109.5096,,
"LORSGPTD","Trend (GDP)","FIN","Finland","M","Monthly","2019-12","Dec-2019","IDX","Index","0","Units",,,109.6772,,
"LORSGPTD","Trend (GDP)","FRA","France","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units",,,104.47,,
"LORSGPTD","Trend (GDP)","FRA","France","M","Monthly","2018-05","May-2018","IDX","Index","0","Units",,,104.6092,,
"LORSGPTD","Trend (GDP)","FRA","France","M","Monthly","2018-06","Jun-2018","IDX","Index","0","Units",,,104.7486,,
"LORSGPTD","Trend (GDP)","FRA","France","M","Monthly","2018-07","Jul-2018","IDX","Index","0","Units",,,104.8883,,
"LORSGPTD","Trend (GDP)","FRA","France","M","Monthly","2018-08","Aug-2018","IDX","Index","0","Units",,,105.0281,,
"LORSGPTD","Trend (GDP)","FRA","France","M","Monthly","2018-09","Sep-2018","IDX","Index","0","Units",,,105.1681,,
"LORSGPTD","Trend (GDP)","FRA","France","M","Monthly","2018-10","Oct-2018","IDX","Index","0","Units",,,105.3082,,
"LORSGPTD","Trend (GDP)","FRA","France","M","Monthly","2018-11","Nov-2018","IDX","Index","0","Units",,,105.4485,,
"LORSGPTD","Trend (GDP)","FRA","France","M","Monthly","2018-12","Dec-2018","IDX","Index","0","Units",,,105.5889,,
"LORSGPTD","Trend (GDP)","FRA","France","M","Monthly","2019-01","Jan-2019","IDX","Index","0","Units",,,105.7295,,
