"screen_name","content","mentions"
"@matthieugarin","Wahou... une victime a déjà payé 2200 $BTC lors d'une attaque #Ryuk 💵: ça fait $34M !! 🤕 #Ransomware… https://t.co/bNxd1MWNYd",""
"@780thC","Russian-speaking threat actor made $34 million from one victim https://t.co/rfJgxiU83N",""
"@nekomesi77","国土安全保障省(DHS)のサイバーセキュリティ機関は木曜日、選挙当局や民間セクターグループと提携して、2020年の投票の正確性を確保するために使用できる選挙監査ツールを開発すると発表した。 https://t.co/MXsuCiivdz",""
"@crystal78243104","DHS cyber agency invests in election auditing tool to secure 2020 elections | TheHill https://t.co/ngP0ZezjeU",""
"@NikolovScience","BREAKING: Russel Ramsland, founder of the Dallas Cybersecurity Firm ""Allied Security Operations Group"" reveals TECH… https://t.co/I9UXnOy8VP",""
"@rnbwkat","In less than 2 hours I will be giving my newly updated ""IoT Honeypots"" talk @BsidesORL Why not join the fun? #IoT… https://t.co/qOCkeOGxcv","@BsidesORL"
"@WSU_Noel_Schulz","Good luck to @NickRolovich &amp; @WSUCougarFB 🏈 today as they start their season. Thank you to #Cougfamily for rooting… https://t.co/c64Gdhg2Sm","@NickRolovich|@WSUCougarFB"
"@Bank_Security","A Threat Actor is selling a data dump from a company that develops software for Banks.\nThe TA also claim to have th… https://t.co/9f0VxPazPs",""
"@DrJDrooghaag","🔵 Book of the Month!\n\nCybersecurity Threats, Malware Trends, and Strategies by Tim Rains\n\nGet your copy here 👉… https://t.co/7yJ1F61ZEN",""
"@turing_research","Digital Hygiene? \n\nWhat is Digital Hygiene and why is it so important to maintain?\n\nIn our latest feature our team… https://t.co/fFBWmeeLEd",""
"@hackinarticles","Burpsuite for Pentester – Fuzzing with Intruder (Part 2)\n\nhttps://t.co/FaraF73nD5\n\n#bugbounty #infosec #hacking https://t.co/bZFk5Bf6kl",""
"@iambriancarroll","""When it comes to those who threaten our democratic processes, we are equal opportunity disruptors. We're going to… https://t.co/eTjyNqiYhb",""
"@ZDNet","Linux version of RansomEXX ransomware discovered https://t.co/PyImu76Gqr",""
"@enricomolinari","Mystery Plane Spotted Flying Over California, US Air Force Won’t Comment https://t.co/FRYTGdrB3X @IntEngineering vi… https://t.co/sKaIQZKFv0","@IntEngineering"
"@BSidesCL","Tremenda producción para y por la comunidad #CyberSec de Latam, desde @BSidesCL los invitamos a seguirnos en… https://t.co/ztmoJahJxO","@BSidesCL"
"@BMBF_Bund","Mit der Veranstaltungsreihe „Women in Cybersecurity“ gibt @ATHENECenter Frauen in #Cybersicherheit eine Plattform,… https://t.co/EOg7qW1c6r","@ATHENECenter"
"@aybubiltek","Temel Ağ Bilgisi eğitimimizi Cemal TANER’in (@taner_cemal) anlatımıyla YouTube(@ybubiltek)üzerinden canlı olarak ge… https://t.co/SbvEN8IXkR","@taner_cemal|@ybubiltek"
"@hackerscrolls","Have you ever wonder about fast and easy-to-use SOCKS proxy over DNS?\n\nHere it is\nhttps://t.co/2eVTTRvbtw from… https://t.co/MxYNhWm12Z",""
"@Hakin9","XSSMAP - Detect XSS vulnerability in Web Applications https://t.co/9H6xlMPQC2 \n\n#infosec #hacking #hackers… https://t.co/TuYT3oDVAX",""
"@1ZRR4H","Guía para pagar un rescate de #Ransomware según Forrester. \n\nEspero nunca llegues a esto 🥴\n \n######################… https://t.co/qmwuOGLOTb",""
"@0xConda","If anyone has taught you something new, pay it forward.\n\nTeach others and make #infosec awesome.",""
"@AlyssaM_InfoSec","@theladyofgeek Yes but can we replace the term soft skills with core skills? Core skills being those skills, like w… https://t.co/2NLPNLjyRe","@theladyofgeek"
"@cyberpeacecorps","Social media Platforms fined for 1.1 million USD by the Turkish Government. Find out recent #cybersecurity #news in… https://t.co/3xKZ8f7GPP",""
"@RickHan","@KMCRadio Kevin,  in cyber security design flaws are used by attackers. These vulnerabilities are documented, it on… https://t.co/D6OkMJ0UPz","@KMCRadio"
"@chidambara09","#Crypto.com Becomes the 1st #Cryptocurrency Company ,,, \n\nhttps://t.co/44rsF1SLQx\n\n#bigdata \n#AI #IoT #Tech #IT… https://t.co/bQzeSk36dK",""
"@forsyo","Takde sebut tentang JASA pun?\n\nCENDANA dan Cybersecurity yang dapat peruntukan lebih kecil sebut pula.\n\nNak tunggu… https://t.co/gPhBRqcbqZ",""
"@CiscoSecure","To better understand the #cybersecurity challenges organizations faced with the sudden transition to #remotework, C… https://t.co/4bJ7eh6X4V",""
"@muhabbitcom","Capcom Ransomware Kurbanı Oldu! Saldırganlar Kripto İstiyor! https://t.co/zpRzRlj4G7",""
"@tht_en","Artificial Intelligence and Motion Sensors Make Holographic Avatars Dance!\n\n#artificialintelligence #security… https://t.co/yysJon4fyw",""
"@mari_318wanko","DHSチーフは、2020年の選挙までに、50州すべての当局者に「検証可能な」投票を行うよう呼びかけています。\n\n「すべての州および地方の選挙当局は、2020年の大統領選挙までにすべてのアメリカ人が投票することを確認してほしいと述べ… https://t.co/2idFT0TvoP",""
"@ingliguori","8 #disruptive life sciences technologies deliver innovative value @KPMG \nVia @ingliguori #DigitalTransformation… https://t.co/d4Xe2Pz4uw","@KPMG|@ingliguori"
"@PH_1ns1dr","Our correspondent also received reports that the SOG cybergroup is creating dummy accounts and interracts with pro-… https://t.co/FvQIoDF5ZO",""
"@_whitneywebb","@caitoz Don't worry, they plan to find some Iranian meddlers in the next 45 days. DHS said the election was ""halfti… https://t.co/SF8v9m3EwX","@caitoz"
"@BSidesDFW","#BSIdesDFW2020 Activities\nPoint3 Security CTF:  https://t.co/v1dKoqIRu5\nPrevade Cybersecurity CTF:… https://t.co/nUf3woMYF5",""
"@CyberSecOb","RansomWhere? Everywhere\nhttps://t.co/8VrBPhaZAh\n@sepiosys\nThis article is part of the Cybersecurity Observatory US… https://t.co/sZacfS37kp","@sepiosys"
"@VotesWhy2020","@jennycohn1 @DrPaulGosar @dougducey @Leo4AzHouse @FannKfann The Democrats tried to pass election reform that requir… https://t.co/sotpfGfvaT","@jennycohn1|@DrPaulGosar|@dougducey|@Leo4AzHouse|@FannKfann"
"@TheOfficialSBI","SBI customers are requested to be alert on Social Media and not fall for any misleading and fake messages.\n\n#SBI… https://t.co/G49ivmTs2b",""
"@IanLJones98","Why Is Privacy the new dilemma of 2020? By Jaime Manteiga v/@Forbes #AI #ML #CyberSecurity #Privacy cc… https://t.co/bK25s35zKg","@Forbes"
"@CCSIT_KFU","#CCSIT established the #Cybersecurity Club in line with the Saudi Arabian #Vision2030; the Kingdom's Strategic Plan… https://t.co/AGRBgdd9w5",""
"@as_informatico","Intentando entender qué y cómo, todo sea para ayudar... #LockBit #Ransomware https://t.co/ih1FHnbhp1",""
"@AnnoDomaini","https://t.co/eyuy9Qucia \nCreate your own #brand or increase online visibility. \n\n#Api #APIs #APIs4B #Api4B… https://t.co/fHd7Xx030y",""
"@pbcsd","We're preparing students for careers in high demand! 💻 Check out the cybersecurity course offerings at… https://t.co/qPXC866PfK",""
"@THT_Resmi","Clickjacking Saldırısı❗️\n\n#cybersecurity #cyberattack #cyber #security #data #attack #attacker #system #veri… https://t.co/MdYtisjbIQ",""
"@hackernoon","""Is a ZeroTime/Zero-Trust Approach the Perfect Cybersecurity Model?"" https://t.co/5kxTzUHZvU #iot #cybersecurity",""
"@aaaamhim","$ITOX an unknown #startup with $1 potential at 1 cent?💸📈✈ https://t.co/nmWlu1Q0zK\n#IoT #IIoT #RStats #JavaScript… https://t.co/3Q9KGRTILC",""
"@aaaamhim","$ITOX #startup with $1+ potential at 1 cent https://t.co/nmWlu1Q0zK #iiot #MachineLearning #DataScience #BigData… https://t.co/HJRm5sMHAF",""
"@TamaraMcCleary","Enterprise Internet of Things (#IoT) #cybersecurity https://t.co/2V2dliBpy9 https://t.co/CaOqNtctEP",""
"@danjconn","Secluded lab ftw!! Hoping my CFP for @grimmcyber 0x3 gets accepted to show some goodies!\n\n#raspberrypi… https://t.co/mqO6vPc5Yn","@grimmcyber"
"@wired_jp","全米で新型コロナウイルスの感染者数が急増しているなか、この数週間で米国の約20の病院と医療機関に新たなランサムウェア攻撃が押し寄せた。https://t.co/lxUaIOa6yV",""
"@RalGhanmi","ثلاث لغات برمجية مهمة وانصح في تعلمها للي حاب يدخل مجال #الامن_السيبراني #التشفير #الذكاء_الاصطناعي وعلوم #البيانات… https://t.co/DGI7cxGp0c",""
"@codepo8","Well, that's a new form of ransomware.\n\nGoogle has quietly released an app in the Play Store, Device Lock Controlle… https://t.co/bcHPwBwMaY",""
"@CyberWarship","Sysmon Internals - From File Delete Event to Kernel Code Execution\n\n#infosec #pentest #redteam… https://t.co/lK7ccRcwVf",""
"@desirevile","sensibly human V/@farhad55526050 cc:#TOI #gamedev #indiedev #socialmedia #cybersecurity #Manali @Nicochan33 @DrRwtl… https://t.co/hARMRfv5gp","@farhad55526050|@Nicochan33|@DrRwtl"
"@R_Demidchuk","From conceptualization to support: this #Infographic shows the building blocks of #IoT\n\n#DigitalTransformation… https://t.co/DblkixyqlN",""
"@akajunoon","Many people shared this to bypass some restricted areas but i don't when and where it will work for me :(… https://t.co/xheBaWJvR1",""
"@GDGJalandhar","Cyber Security is a topic of concern.\nBhasker and Ashwani are going to dive deep into cybersecurity at… https://t.co/Ey6gP6xVT3",""
"@PwnL0rd","Written a blog on url connections in java and some details on lfi,ssrf and leaking java version through file protoc… https://t.co/ved9ZVYCdz",""
"@pcgamer","Capcom's been hit with a ransomeware attack https://t.co/bcHOvvfFfr https://t.co/BrDzwxOt7q",""
"@DerechodelaRed","El sistema judicial de Brasil bajo un ciberataque de ransomware RansomExx.\n\nhttps://t.co/4cGU7ANXSS",""
"@Mah3Sec_","A short list of endpoints (From Unknown Resource but thanks to that guy for sharing this with me)\n#bugbounty… https://t.co/LvZEJwCrRP",""
"@mybroadband","Ransomware group releases data after attack on Office of the Chief Justice https://t.co/UC7WM8AvR9",""
"@SaskiaSassen","“Washngtn Post noted yesterday\n“Trump has offered no evidence that election’s integrity has been compromised,and no… https://t.co/GlXF2LVAgs",""
"@NetOfEverything","Make a MIDI Adobe Lightroom Controller #celebratephotography | https://t.co/mWtkzAIoMz | #iot #internetofthings #cybersecurity #ai",""
"@Umberto_Rapetto","se hai prenotato alberghi via Internet, i tuoi dati potrebbero essere finiti nelle mani sbagliate...\ngiusto per rov… https://t.co/XlcVjvjE8o",""
"@Piratenpartij","Ethische hackers waren in no-time binnen bij Waternet\nIn plaats van dit op te lossen, werd dit verzwegen. #water… https://t.co/deULk2Moks",""
"@DanRaywood","Sorry to hear about the untimely death of @edgescan's Conor Cronin. I interviewed him last year, and had the pleasu… https://t.co/1l1OOoDbHW","@edgescan"
"@SofieAnonymous","bakit walang cybersecurity connotations ang dqr website?? seriously dabawenyos, ur comfortable giving sensitive information????",""
"@GossiTheDog","And yes, the VMware patch for the first issue didn’t actually work and was reissued yesterday:… https://t.co/43KlqJ70wZ",""
"@coding_monkeys","Wait till end😂😂⁣⁣\n\n#Python #rstats #java #javascript #AWS #100DaysOfCode #ReactJS #Coding #CloudComputing #HTML… https://t.co/cDZ6WrzxRE",""
"@ZDNet","Linux version of RansomEXX ransomware discovered https://t.co/HTkrSCsx9t",""
"@cyberpeacecorps","Few tips to keep your system 🔒safe:\n✅Update System\n⚙️Manage browser settings\n⬇️Install antivirus\n🔒Lock device with… https://t.co/2BovIL8npm",""
"@InfoSecComm","New Write-up on InfoSec Write-ups publication : ""Understanding &amp; Exploiting: Cross-Site Request Forgery — CSRF vuln… https://t.co/QxkoACATu0",""
"@_ghasemi_","یه سوال خوب اینه که از وقتی یه آسیب‌پذیری پیدا می‌شه، چه قدر وقت هست تا اون سرویس پچ یا آپدیت شه؟\n۲۶٪ از ۴۵۴۵۰ اکسپ… https://t.co/UZ5APQG6JE",""
"@CatherineAdenle","The top 10 fastest-growing #cybersecurity skills\n1 Application ...\n2 Cloud ...\n3 #RiskManagement\n4 Threat Intellige… https://t.co/3uedliBNTj",""
"@chidambara09","#NSW #government sets up #cyber &amp; privacy  ,,,\n\nhttps://t.co/XgBTLJFUDd \n\nby\n@achanthadavong\n\n#bigdata… https://t.co/wQwluJYINF","@achanthadavong"
"@beltalowda89","projects on #Vechain #VET like #hacken &amp; #safe_haven show the real potential of vechain ! \nNothing like these two g… https://t.co/K8V5388Ggb",""
"@ESET_ES","Esta tarde, a partir de las 16h y durante 24h horas de forma ininterrumpida se celebra la #HoneyCON20 \nNuestro comp… https://t.co/jUOJBHl0G4",""
"@Securizame","El sistema judicial de Brasil bajo un ciberataque de ransomware RansomExx. https://t.co/ypZtdTSnol #Internet… https://t.co/8kYrwCjhZy",""
"@CyberWarship","Win Brute Logon\n\n- local password brute force \n\n#infosec #pentest \nhttps://t.co/MOzrTyauXF https://t.co/o1MNMVTwvt",""
"@jidaw","Join the Zoom Meeting:Sat 4pm\nhttps://t.co/08reCCHzeU\n\nMeeting ID: 880 5836 5565\nPasscode: 559810\n\n#CyberSecurity… https://t.co/gskqWDcLd8",""
"@goswamiijaya","Understanding &amp; Exploiting: Cross-Site Request Forgery — CSRF vulnerabilities\nPosted on Medium: InfoSec Writeups\nNo… https://t.co/x3ANlkXNhx",""
"@svtnyheter","It-attacker med så kallat ransomware, eller utpressningsvirus, ökar i Sverige. Risken finns att sjukvården utsätts.… https://t.co/rqTkS4FGv3",""
"@JohnPikpas","Κάθε φορά που ένας χάκερ, χακάρει τον λογαριασμό της συζύγου του κ. Δίπλαρου, ένας Κύπριος συμπολίτης μας δίνει τα… https://t.co/qEIm5l7nZA",""
"@BsidesIslamabad","Our panel discussion is happening now on how to prepare the workforce which can tackle cybersecurity challenges of… https://t.co/1SpK04jNXd",""
"@BleepinComputer","How Ryuk Ransomware operators made $34 million from one victim - @Ionut_Ilascu\nhttps://t.co/ZMolJe5i3J","@Ionut_Ilascu"
"@NCSC","What's new with ransomware attacks? Our CEO, Lindy Cameron explains...  https://t.co/Zr8SlcopLL https://t.co/g06HNbcLzZ",""
"@DiplomacyEdu","👉Vulnerabilities in software and devices are among the largest causes of #CyberAttacks.\n👉How can we make #digital p… https://t.co/aQhzyxSegc",""
"@Palabradehacker","🔴Hoy 7Nov a 15:45h inicia el Congreso de #ciberseguridad #HoneyCON20 organizado por @Honey_SEC Síguelo en directo a… https://t.co/H5KUxFKHwS","@Honey_SEC"
"@DigitalShakti","🔴LIVE: #DigitalShakti Webinar |  ""#Cybercrime and Redressal"" jointly organized by #CyberPeace @NCWIndia and… https://t.co/6IdAjljWpm","@NCWIndia"
"@ingliguori","The most important things successful #DigitalLeaders get right\nhttps://t.co/Cvg9gIceIO via @ingliguori… https://t.co/OXroNIUF1N","@ingliguori"
"@TamaraMcCleary","When coffee makers are demanding a ransom, you know #IoT is screwed https://t.co/dXggOM6X4w #cybersecurity https://t.co/snpxLMMjOD",""
"@mikko","¹ RansomExx is not the first Linux ransomware. Satisfaction guaranteed or no money back. Void where profited.",""
"@mikko","The year for ransomware on the Linux desktop.¹ https://t.co/2viMzhrjBi",""
"@NikolovScience","Here is the key evidence presented by Russel Ramsland, founding member of the Dallas Cybersecurity Firm ""Allied Sec… https://t.co/PZpMaoVn14",""
"@MaiteOrtegaCSO","The Cybersecurity Observatory Israel 10th Edition is ready for download!!!\nhttps://t.co/ZXHUUJRdsy\nTo join our glob… https://t.co/YatlLLjXnj",""
"@NikolovScience","Watch this interview from Oct 5 with the head of a Cybersecurity Firm in Dallas TX to learn in TECHNICAL DETAILS ho… https://t.co/uKGpONYxxL",""
"@IanLJones98","How can we balance progress &amp; privacy with Machine Learning? By Jeff Bell via @Forbes #AI #ML #DL #Privacy… https://t.co/5ZmUEhf3eP","@Forbes"
"@CyberSecOb","Detecting a Phishing Email\nAvailable for download in Press Quality:\nhttps://t.co/YJ3bnbnses\nFor further information… https://t.co/sS7coUHblk",""
"@ADanielHill","Next Sunday I will be on channel 4, @santotv4 talking about the #Darkweb \n\n@DarkwebToday #DARKWEB #CYBERCRIME… https://t.co/Y6SrYOigLl","@santotv4|@DarkwebToday"
"@kot_hacker","Prediction for software delivery for 2021:\n~Accelerated adoption of low-code platforms.\n~ Increase in  digital coll… https://t.co/26yulrM4Zc",""
